"act_key","avg_presence","avg_people_cnt","avg_activity","max_activity","cnt"
"5541958","1","2.0000","9.81729995","55.5221","30"
"5541959","0","0.0000","0","0","0"
"5541960","1","2.0000","5.00594378","18.3474","16"
"5541961","0","2.0000","0","0","0"
"5541962","1","2.0000","0.23348","0.4565","5"
"5541963","0","0.0000","0","0","0"
"5541964","0","2.0000","0","0","0"
"5541965","0","0.0000","0","0","0"
"5541966","1","2.0000","4.85505016","9.4273","4"
"5541967","1","2.0000","8.11207492","40.0169","16"
"5541968","0","2.0000","0","0","0"
"5541969","1","2.0000","12.41965618","46.8187","57"
"5541970","1","2.0000","11.59765067","66.7537","158"
"5541971","1","3.0000","9.74850317","64.5975","95"
"5541972","1","3.0000","14.49432621","76.4347","187"
"5541973","1","2.0000","13.65483964","81.1727","219"
"5541974","1","2.0000","8.89527525","54.2031","190"
"5541975","1","2.0000","8.49177545","38.1341","118"
"5541976","1","2.0000","4.6946329","35.1746","152"
"5541977","1","2.0000","4.2790047","23.8569","21"
"5541978","1","3.0000","5.28676221","41.672","82"
"5541979","1","2.0000","9.315524","41.3606","179"
"5541980","1","2.0000","8.77058748","29.4875","48"
"5541981","1","3.0000","12.31336212","44.4741","222"
"5541982","1","2.0000","15.53743429","47.8334","105"
"5541983","1","2.0000","17.50679425","48.8467","36"
"5541984","1","2.0000","10.33644713","66.2227","87"
"5541985","1","2.0000","8.10546083","70.3566","143"
"5541986","1","2.0000","11.82394345","60.478","235"
"5541987","1","2.0000","7.96688331","42.8615","24"
"5541988","1","2.0000","4.1257953","43.0049","21"
"5541989","1","1.0000","12.03671072","40.7279","28"
"5541990","1","1.0000","8.59659439","51.2055","53"
"5541991","1","1.0000","6.74335712","43.2393","7"
"5541992","1","2.0000","19.75288366","56.6058","67"
"5541993","1","3.0000","17.07214715","66.0302","231"
"5541994","1","2.0000","9.55907437","51.6058","215"
"5541995","1","3.0000","7.69905125","50.5259","195"
"5541996","1","2.0000","7.06740952","75.9612","178"
"5541997","1","3.0000","4.84647866","54.191","267"
"5541998","1","2.0000","5.7177677","40.1562","257"
"5541999","1","2.0000","14.574077429999999","75.2402","217"
"5542000","1","2.0000","8.28778226","51.0821","220"
"5542001","1","3.0000","6.52095824","49.0638","225"
"5542002","1","2.0000","11.15365526","57.5665","125"
"5542003","1","2.0000","5.06829843","16.6144","64"
"5542004","1","2.0000","5.73249523","24.5538","126"
"5542005","1","2.0000","9.46548587","55.4594","78"
"5542006","1","2.0000","9.58439189","35.8355","37"
"5542007","0","0.0000","0","0","0"
"5542008","1","2.0000","5.15368976","34.4625","29"
"5542009","1","2.0000","0.79691999","1.4111","5"
"5542010","0","0.0000","0","0","0"
"5542011","0","0.0000","0","0","0"
"5542012","1","2.0000","0.99627143","2.9837","7"
"5542013","1","2.0000","6.04667109","32.3046","38"
"5542014","1","2.0000","4.3878455","24.6389","11"
"5542015","1","2.0000","10.38367573","62.8514","219"
"5542016","1","2.0000","4.7943857","27.2775","91"
"5542017","1","2.0000","9.17877233","45.0607","188"
"5542018","1","2.0000","10.22908133","62.4765","241"
"5542019","1","2.0000","10.96735158","56.2751","64"
"5542020","1","2.0000","9.33848084","41.48","63"
"5542021","1","2.0000","10.4043181","27.4573","11"
"5542022","0","0.0000","0","0","0"
"5542023","1","2.0000","12.16803686","39.0771","49"
"5542024","1","1.0000","7.67294137","18.065","29"
"5542025","1","2.0000","14.62687962","36.2281","69"
"5542026","1","2.0000","9.10669648","38.3791","85"
"5542027","1","2.0000","6.24908664","14.0623","15"
"5542028","1","2.0000","18.10235971","63.1476","112"
"5542029","1","2.0000","11.31872462","33.5646","57"
"5542030","1","2.0000","6.64473497","56.71","60"
"5542031","1","2.0000","5.90847987","22.3886","5"
"5542032","0","0.0000","0","0","0"
"5542033","1","2.0000","9.62445009","35.8566","24"
"5542034","1","2.0000","12.90131246","57.3656","40"
"5542035","1","1.0000","8.32455695","30.9696","65"
"5542036","1","2.0000","16.47743914","69.896","87"
"5542037","1","2.0000","11.68095507","62.2664","60"
"5542038","1","2.0000","4.04121105","31.8748","18"
"5542039","1","2.0000","7.47101544","41.0782","52"
"5542040","1","2.0000","12.22955087","53.0309","57"
"5542041","1","2.0000","1.33899331","5.2105","15"
"5542042","0","0.0000","0","0","0"
"5542043","1","2.0000","1.28323997","2.3578","5"
"5542044","1","2.0000","3.86811737","37.0477","46"
"5542045","0","2.0000","0","0","0"
"5542046","1","2.0000","6.74872934","41.308","17"
"5542047","1","2.0000","5.60380006","8.8864","4"
"5542048","0","2.0000","0","0","0"
"5542049","1","2.0000","12.97502486","39.3343","12"
"5542050","1","2.0000","0.78156","1.6997","5"
"5542051","0","0.0000","0","0","0"
"5542052","1","2.0000","0.2181","0.2775","2"
"5542053","1","2.0000","6.92847397","32.8689","73"
"5542054","1","2.0000","5.73235004","30.6655","22"
"5542055","1","2.0000","9.37463332","16.3394","6"
"5542056","1","2.0000","3.71094117","33.2286","68"
"5542057","1","2.0000","12.72962666","36.3244","135"
"5542058","1","1.0000","8.83303439","43.1741","61"
"5542059","1","1.0000","8.1481979","27.0021","48"
"5542060","1","1.0000","10.6059722","53.0393","36"
"5542061","1","2.0000","8.44683033","45.4141","66"
"5542062","1","1.0000","7.94979396","51.0415","33"
"5542063","1","2.0000","6.48656847","26.7314","73"
"5542064","1","1.0000","6.99605869","27.5828","46"
"5542065","1","2.0000","7.65916317","39.3832","38"
"5542066","1","2.0000","1.56322","3.5004999999999997","5"
"5542067","0","0.0000","0","0","0"
"5542068","0","0.0000","0","0","0"
"5542069","1","1.0000","6.6427501","14.3639","8"
"5542070","1","2.0000","9.54448177","52.8334","33"
"5542071","1","2.0000","6.14900959","30.347","21"
"5542072","1","3.0000","7.70401382","38.8112","87"
"5542073","1","2.0000","8.13084527","40.6272","42"
"5542074","1","2.0000","4.74708574","12.3013","14"
"5542075","0","0.0000","0","0","0"
"5542076","1","2.0000","8.18323669","60.2294","49"
"5542077","1","2.0000","6.58478902","39.6529","100"
"5542078","1","2.0000","10.19815063","31.8515","81"
"5542079","1","1.0000","9.50536176","33.0118","21"
"5542080","1","1.0000","4.226","30.1865","59"
"5542081","1","2.0000","10.33160578","36.783","70"
"5542082","1","2.0000","3.16696001","6.1323","5"
"5542083","0","2.0000","0","0","0"
"5542084","1","2.0000","0.77803333","1.8058999999999998","3"
"5542085","1","2.0000","6.52031154","54.1378","69"
"5542086","1","2.0000","12.52986661","38.0855","12"
"5542087","0","0.0000","0","0","0"
"5542088","0","0.0000","0","0","0"
"5542089","0","0.0000","0","0","0"
"5542090","1","2.0000","9.66324575","37.7497","48"
"5542091","1","1.0000","10.68868482","53.2426","33"
"5542092","1","2.0000","6.47443165","30.1764","60"
"5542093","1","2.0000","12.79118765","41.4521","57"
"5542094","1","1.0000","11.57442887","55.0407","38"
"5542095","1","2.0000","9.16153658","48.8196","60"
"5542096","1","1.0000","5.11862114","13.0724","33"
"5542097","1","2.0000","14.44780947","62.6231","52"
"5542098","1","1.0000","12.98416372","34.1875","58"
"5542099","1","1.0000","9.28992","31.147100000000002","65"
"5542100","1","1.0000","8.51303621","29.2127","69"
"5542101","1","1.0000","7.75429426","55.5493","52"
"5542102","1","1.0000","8.2170676","30.1965","68"
"5542103","1","1.0000","9.74882338","37.1614","77"
"5542104","1","1.0000","8.77730144","30.1764","67"
"5542105","1","1.0000","9.52331818","40.4244","55"
"5542106","1","1.0000","7.79848337","49.9822","12"
"5542107","1","1.0000","10.0871636","49.0453","33"
"5542108","1","1.0000","5.23965999","29.8991","45"
"5542109","1","1.0000","11.16870179","39.0761","57"
"5542110","1","1.0000","8.40208196","31.0265","61"
"5542111","1","1.0000","9.06057146","35.1378","56"
"5542112","1","1.0000","9.91466697","18.2296","3"
"5542113","1","2.0000","2.04514","6.8613","5"
"5542114","1","2.0000","12.61507579","39.5874","62"
"5542115","0","0.0000","0","0","0"
"5542116","0","0.0000","0","0","0"
"5542117","1","1.0000","7.08585407","23.8327","37"
"5542118","0","0.0000","0","0","0"
"5542119","1","1.0000","0.0874","0.0874","1"
"5542120","1","1.0000","4.25447151","16.4801","7"
"5542121","1","1.0000","0.0464","0.0464","1"
"5542122","0","0.0000","0","0","0"
"5542123","0","0.0000","0","0","0"
"5542124","0","0.0000","0","0","0"
"5542125","0","0.0000","0","0","0"
"5542126","0","0.0000","0","0","0"
"5542127","0","0.0000","0","0","0"
"5542128","1","2.0000","2.02303336","14.1303","15"
"5542129","1","2.0000","1.80871996","4.6344","5"
"5542130","0","0.0000","0","0","0"
"5542131","0","0.0000","0","0","0"
"5542132","0","0.0000","0","0","0"
"5542133","0","0.0000","0","0","0"
"5542134","0","0.0000","0","0","0"
"5542135","0","0.0000","0","0","0"
"5542136","0","0.0000","0","0","0"
"5542137","0","0.0000","0","0","0"
"5542138","1","2.0000","0.09405","0.107","2"
"5542139","0","0.0000","0","0","0"
"5542140","0","0.0000","0","0","0"
"5542141","0","0.0000","0","0","0"
"5542142","0","0.0000","0","0","0"
"5542143","0","0.0000","0","0","0"
"5542144","0","0.0000","0","0","0"
"5542145","0","0.0000","0","0","0"
"5542146","1","2.0000","2.77167304","58.937","63"
"5542147","1","2.0000","4.58761116","17.4734","9"
"5542148","1","1.0000","9.94599982","16.4569","6"
"5542149","0","0.0000","0","0","0"
"5542150","0","0.0000","0","0","0"
"5542151","0","0.0000","0","0","0"
"5542152","0","0.0000","0","0","0"
"5542153","1","2.0000","1.96242498","9.4269","16"
"5542154","0","0.0000","0","0","0"
"5542155","0","0.0000","0","0","0"
"5542156","0","0.0000","0","0","0"
"5542157","0","0.0000","0","0","0"
"5542158","0","0.0000","0","0","0"
"5542159","0","0.0000","0","0","0"
"5542160","1","1.0000","1.91330004","7.2203","5"
"5542161","0","0.0000","0","0","0"
"5542162","1","2.0000","2.9507800299999998","6.9035","5"
"5542163","0","0.0000","0","0","0"
"5542164","0","0.0000","0","0","0"
"5542165","0","0.0000","0","0","0"
"5542166","0","0.0000","0","0","0"
"5542167","0","0.0000","0","0","0"
"5542168","0","0.0000","0","0","0"
"5542169","0","0.0000","0","0","0"
"5542170","0","0.0000","0","0","0"
"5542171","1","2.0000","0","0","2"
"5542172","1","2.0000","3.26839358","15.6442","31"
"5542173","1","2.0000","0.83809375","5.918","16"
"5542174","0","0.0000","0","0","0"
"5542175","0","0.0000","0","0","0"
"5542176","0","0.0000","0","0","0"
"5542177","0","0.0000","0","0","0"
"5542178","0","0.0000","0","0","0"
"5542179","0","0.0000","0","0","0"
"5542180","0","0.0000","0","0","0"
"5542181","1","2.0000","6.68370674","19.6469","15"
"5542182","0","0.0000","0","0","0"
"5542183","0","0.0000","0","0","0"
"5542184","1","2.0000","3.17161466","35.6937","75"
"5542185","0","0.0000","0","0","0"
"5542186","1","2.0000","0.510525","1.6952","12"
"5542187","0","0.0000","0","0","0"
"5542188","0","0.0000","0","0","0"
"5542189","0","0.0000","0","0","0"
"5542190","0","0.0000","0","0","0"
"5542191","0","0.0000","0","0","0"
"5542192","0","0.0000","0","0","0"
"5542193","0","0.0000","0","0","0"
"5542194","0","0.0000","0","0","0"
"5542195","0","0.0000","0","0","0"
"5542196","0","0.0000","0","0","0"
"5542197","0","0.0000","0","0","0"
"5542198","0","0.0000","0","0","0"
"5542199","0","0.0000","0","0","0"
"5542200","0","0.0000","0","0","0"
"5542201","1","1.0000","3.13035009","8.4489","4"
"5542202","0","0.0000","0","0","0"
"5542203","1","2.0000","4.37235006","20.127","10"
"5542204","1","2.0000","1.7901786","28.2438","28"
"5542205","0","0.0000","0","0","0"
"5542206","0","0.0000","0","0","0"
"5542207","0","0.0000","0","0","0"
"5542208","0","0.0000","0","0","0"
"5542209","0","0.0000","0","0","0"
"5542210","0","0.0000","0","0","0"
"5542211","0","0.0000","0","0","0"
"5542212","0","0.0000","0","0","0"
"5542213","0","0.0000","0","0","0"
"5542214","0","0.0000","0","0","0"
"5542215","0","0.0000","0","0","0"
"5542216","0","0.0000","0","0","0"
"5542217","0","0.0000","0","0","0"
"5542218","0","0.0000","0","0","0"
"5542219","0","0.0000","0","0","0"
"5542220","0","0.0000","0","0","0"
"5542221","0","0.0000","0","0","0"
"5542222","0","0.0000","0","0","0"
"5542223","1","1.0000","12.65653316","30.7853","3"
"5542224","1","1.0000","7.16962445","30.6774","41"
"5542225","1","1.0000","13.838625069999999","33.2441","20"
"5542226","1","2.0000","11.79233056","44.4585","36"
"5542227","1","2.0000","12.49360334","39.2757","60"
"5542228","1","1.0000","2.02745002","5.1665","6"
"5542229","0","0.0000","0","0","0"
"5542230","1","1.0000","2.41038672","8.0944","15"
"5542231","1","1.0000","2.1456823800000002","9.8744","17"
"5542232","1","2.0000","5.26305454","30.6876","11"
"5542233","1","1.0000","4.05505621","12.4529","16"
"5542234","1","1.0000","4.23908997","10.3007","10"
"5542235","1","1.0000","10.8320352","35.3575","17"
"5542236","0","0.0000","0","0","0"
"5542237","1","1.0000","7.91884443","30.9913","18"
"5542238","1","1.0000","11.99009229","40.7107","13"
"5542239","1","1.0000","0.33320001","0.3332","1"
"5542240","0","0.0000","0","0","0"
"5542241","1","1.0000","6.93620627","16.9589","16"
"5542242","1","2.0000","6.36582856","45.1041","35"
"5542243","1","1.0000","9.42953125","29.1007","32"
"5542244","1","1.0000","12.38363743","52.6518","24"
"5542245","0","0.0000","0","0","0"
"5542246","1","1.0000","8.69695389","30.2572","39"
"5542247","1","2.0000","10.38099989","34.6507","36"
"5542248","1","1.0000","10.78131102","31.4448","9"
"5542249","1","2.0000","13.582559700000001","53.4741","10"
"5542250","1","1.0000","5.72426675","13.2501","6"
"5542251","1","2.0000","5.06280006","24.2495","11"
"5542252","1","2.0000","10.32418229","32.5487","17"
"5542253","0","0.0000","0","0","0"
"5542254","1","1.0000","8.00569989","20.4893","4"
"5542255","0","0.0000","0","0","0"
"5542256","1","2.0000","11.54804645","52.4609","28"
"5542257","1","1.0000","8.46244655","42.9093","28"
"5542258","1","2.0000","5.56878755","27.6839","16"
"5542259","1","1.0000","11.53584981","19.4861","4"
"5542260","0","0.0000","0","0","0"
"5542261","1","1.0000","13.72875024","27.3283","2"
"5542262","0","0.0000","0","0","0"
"5542263","1","1.0000","26.2878929","70.3656","14"
"5542264","0","0.0000","0","0","0"
"5542265","0","0.0000","0","0","0"
"5542266","0","0.0000","0","0","0"
"5542267","0","0.0000","0","0","0"
"5542268","1","1.0000","5.72067499","18.2764","20"
"5542269","1","2.0000","6.67221147","42.1311","70"
"5542270","1","2.0000","8.27916002","34.9039","50"
"5542271","0","0.0000","0","0","0"
"5542272","0","0.0000","0","0","0"
"5542273","1","2.0000","0.18815","0.1981","2"
"5542274","0","2.0000","0","0","0"
"5542275","0","2.0000","0","0","0"
"5542276","0","0.0000","0","0","0"
"5542277","0","0.0000","0","0","0"
"5542278","0","0.0000","0","0","0"
"5542279","0","0.0000","0","0","0"
"5542280","0","0.0000","0","0","0"
"5542281","0","0.0000","0","0","0"
"5542282","1","1.0000","0.0836","0.0836","1"
"5542283","0","0.0000","0","0","0"
"5542284","0","2.0000","0","0","0"
"5542285","1","1.0000","6.70458747","18.7602","24"
"5542286","1","1.0000","11.37264157","38.6279","12"
"5542287","1","2.0000","6.11150017","12.2025","2"
"5542288","1","1.0000","10.05820008","19.8983","2"
"5542289","1","1.0000","5.93994002","16.4421","5"
"5542290","1","1.0000","6.37341274","28.229","55"
"5542291","1","1.0000","12.0250042","57.183","23"
"5542292","1","1.0000","10.21130659","29.7518","15"
"5542293","1","1.0000","5.6621463","25.4675","67"
"5542294","1","1.0000","6.64165272","34.166","93"
"5542295","0","0.0000","0","0","0"
"5542296","0","0.0000","0","0","0"
"5542297","1","1.0000","11.93051253","34.4942","8"
"5542298","0","0.0000","0","0","0"
"5542299","0","0.0000","0","0","0"
"5542300","1","2.0000","0.14835","0.2674","2"
"5542301","0","0.0000","0","0","0"
"5542302","1","1.0000","6.06740001","9.3992","3"
"5542303","0","0.0000","0","0","0"
"5542304","1","1.0000","9.5642364","24.7154","11"
"5542305","1","1.0000","6.8058666599999995","25.0507","24"
"5542306","1","1.0000","5.9878553","22.9729","85"
"5542307","1","1.0000","5.67171045","14.7342","19"
"5542308","1","1.0000","6.58648","12.4633","5"
"5542309","1","1.0000","12.97172192","50.3011","32"
"5542310","1","1.0000","5.6696833","33.6693","42"
"5542311","1","2.0000","5.46891745","36.5664","86"
"5542312","1","2.0000","10.81934998","28.8864","12"
"5542313","0","0.0000","0","0","0"
"5542314","0","0.0000","0","0","0"
"5542315","1","1.0000","8.97767275","26.1609","11"
"5542316","1","2.0000","7.68617992","23.2138","50"
"5542317","1","1.0000","9.82716418","46.9065","39"
"5542318","0","0.0000","0","0","0"
"5542319","0","0.0000","0","0","0"
"5542320","0","0.0000","0","0","0"
"5542321","0","0.0000","0","0","0"
"5542322","0","0.0000","0","0","0"
"5542323","0","0.0000","0","0","0"
"5542324","0","0.0000","0","0","0"
"5542325","0","0.0000","0","0","0"
"5542326","1","1.0000","0.0121","0.0121","1"
"5542327","1","1.0000","12.85391743","37.5166","29"
"5542328","0","0.0000","0","0","0"
"5542329","1","2.0000","5.26829987","11.7694","7"
"5542330","1","2.0000","10.02302847","41.5995","7"
"5542331","1","2.0000","3.33891308","34.5656","23"
"5542332","0","0.0000","0","0","0"
"5542333","0","0.0000","0","0","0"
"5542334","0","0.0000","0","0","0"
"5542335","0","2.0000","0","0","0"
"5542336","1","2.0000","3.05825807","32.0711","31"
"5542337","1","1.0000","7.80778858","37.2693","35"
"5542338","1","1.0000","9.05448749","48.889","16"
"5542339","1","1.0000","12.62237631","52.5753","21"
"5542340","0","0.0000","0","0","0"
"5542341","0","0.0000","0","0","0"
"5542342","1","1.0000","5.21229444","17.1432","18"
"5542343","1","2.0000","11.98885725","42.8802","14"
"5542344","1","1.0000","2.20117167","5.5759","60"
"5542345","1","1.0000","7.40446658","17.5567","3"
"5542346","1","2.0000","8.49404539","33.8509","33"
"5542347","1","1.0000","1.83700003","5.3716","6"
"5542348","1","1.0000","0.33039999","0.3304","1"
"5542349","0","0.0000","0","0","0"
"5542350","0","0.0000","0","0","0"
"5542351","0","0.0000","0","0","0"
"5542352","0","0.0000","0","0","0"
"5542353","0","0.0000","0","0","0"
"5542354","0","0.0000","0","0","0"
"5542355","1","2.0000","8.15731589","24.5776","19"
"5542356","1","2.0000","3.21942501","11.276","12"
"5542357","1","1.0000","1.06869996","1.0687","1"
"5542358","0","2.0000","0","0","0"
"5542359","0","2.0000","0","0","0"
"5542360","0","0.0000","0","0","0"
"5542361","1","1.0000","0.01348333","0.0809","6"
"5542362","1","2.0000","2.6500830300000002","44.4086","112"
"5542363","0","0.0000","0","0","0"
"5542364","1","2.0000","16.3816659","33.4979","3"
"5542365","1","2.0000","8.09999407","35.8915","34"
"5542366","1","2.0000","12.79829643","49.3254","57"
"5542367","1","1.0000","7.16050867","22.5713","23"
"5542368","1","2.0000","8.82533953","37.6165","81"
"5542369","1","2.0000","10.22849435","31.5421","35"
"5542370","0","0.0000","0","0","0"
"5542371","0","0.0000","0","0","0"
"5542372","0","0.0000","0","0","0"
"5542373","1","1.0000","13.75298331","30.6297","6"
"5542374","1","2.0000","9.66246865","38.9102","16"
"5542375","0","2.0000","0","0","0"
"5542376","0","0.0000","0","0","0"
"5542377","0","2.0000","0","0","0"
"5542378","1","2.0000","6.40462486","49.0465","201"
"5542379","1","2.0000","9.56147599","75.2839","75"
"5542380","1","2.0000","9.7438202","67.034","134"
"5542381","1","2.0000","11.815025","47.4822","96"
"5542382","1","2.0000","9.99719293","38.8872","85"
"5542383","1","2.0000","9.17124798","44.3484","50"
"5542384","1","2.0000","5.85883269","19.9936","49"
"5542385","1","1.0000","11.68914099","38.4372","39"
"5542386","0","0.0000","0","0","0"
"5542387","1","1.0000","17.77055563","41.154","27"
"5542388","1","1.0000","9.71202895","38.5737","45"
"5542389","1","1.0000","5.85955276","31.151","72"
"5542390","0","0.0000","0","0","0"
"5542391","1","2.0000","13.94242928","40.606700000000004","65"
"5542392","1","1.0000","8.5101559","36.1334","34"
"5542393","0","0.0000","0","0","0"
"5542394","0","0.0000","0","0","0"
"5542395","0","0.0000","0","0","0"
"5542396","0","0.0000","0","0","0"
"5542397","0","0.0000","0","0","0"
"5542398","0","0.0000","0","0","0"
"5542399","0","0.0000","0","0","0"
"5542400","0","0.0000","0","0","0"
"5542401","0","0.0000","0","0","0"
"5542402","1","1.0000","9.33984175","27.2041","12"
"5542403","1","2.0000","6.92205295","24.1841","68"
"5542404","1","2.0000","13.686499940000001","54.2355","50"
"5542405","0","0.0000","0","0","0"
"5542406","0","0.0000","0","0","0"
"5542407","0","2.0000","0","0","0"
"5542408","1","1.0000","5.51329393","30.7002","66"
"5542409","1","1.0000","3.36517257","18.5337","51"
"5542410","1","1.0000","8.65428336","40.3858","54"
"5542411","1","1.0000","5.18876292","19.3972","27"
"5542412","1","1.0000","4.00546062","16.3669","66"
"5542413","1","1.0000","6.64154379","29.333","32"
"5542414","1","2.0000","6.31877445","23.7113","90"
"5542415","1","2.0000","9.27061186","95.1788","34"
"5542416","1","2.0000","7.41510312","38.6509","65"
"5542417","1","2.0000","13.45919618","50.7171","27"
"5542418","1","1.0000","3.7068499299999997","5.8243","4"
"5542419","0","0.0000","0","0","0"
"5542420","0","0.0000","0","0","0"
"5542421","0","0.0000","0","0","0"
"5542422","0","0.0000","0","0","0"
"5542423","0","0.0000","0","0","0"
"5542424","0","0.0000","0","0","0"
"5542425","0","0.0000","0","0","0"
"5542426","0","0.0000","0","0","0"
"5542427","0","0.0000","0","0","0"
"5542428","0","0.0000","0","0","0"
"5542429","0","0.0000","0","0","0"
"5542430","1","1.0000","10.35059998","41.8296","30"
"5542431","1","1.0000","6.06630848","31.4677","59"
"5542432","0","0.0000","0","0","0"
"5542433","0","0.0000","0","0","0"
"5542434","1","1.0000","0.05095","0.1019","2"
"5542435","0","0.0000","0","0","0"
"5542436","1","2.0000","0.1339","0.1339","1"
"5542437","0","0.0000","0","0","0"
"5542438","0","0.0000","0","0","0"
"5542439","0","0.0000","0","0","0"
"5542440","0","0.0000","0","0","0"
"5542441","0","0.0000","0","0","0"
"5542442","0","0.0000","0","0","0"
"5542443","0","0.0000","0","0","0"
"5542444","0","0.0000","0","0","0"
"5542445","0","0.0000","0","0","0"
"5542446","0","0.0000","0","0","0"
"5542447","0","0.0000","0","0","0"
"5542448","0","0.0000","0","0","0"
"5542449","0","0.0000","0","0","0"
"5542450","0","0.0000","0","0","0"
"5542451","0","0.0000","0","0","0"
"5542452","1","2.0000","11.98732844","35.9223","14"
"5542453","1","1.0000","10.31781531","31.4628","39"
"5542454","0","0.0000","0","0","0"
"5542455","0","0.0000","0","0","0"
"5542456","0","0.0000","0","0","0"
"5542457","0","0.0000","0","0","0"
"5542458","0","2.0000","0","0","0"
"5542459","1","1.0000","5.11420002","10.0864","2"
"5542460","0","0.0000","0","0","0"
"5542461","1","1.0000","0.37540001","0.3754","1"
"5542462","0","0.0000","0","0","0"
"5542463","0","0.0000","0","0","0"
"5542464","1","2.0000","2.00007495","4.3461","4"
"5542465","1","2.0000","1.8146684199999998","9.7546","19"
"5542466","0","0.0000","0","0","0"
"5542467","1","2.0000","3.20066249","20.7092","16"
"5542468","1","2.0000","0.35456001","1.33","5"
"5542469","1","2.0000","0.73976","1.2003","5"
"5542470","1","2.0000","0.48974","1.2019","5"
"5542471","1","2.0000","1.37875556","5.6465","9"
"5542472","0","2.0000","0","0","0"
"5542473","1","2.0000","4.73423339","27.1984","9"
"5542474","0","2.0000","0","0","0"
"5542475","0","0.0000","0","0","0"
"5542476","0","2.0000","0","0","0"
"5542477","0","0.0000","0","0","0"
"5542478","0","0.0000","0","0","0"
"5542479","0","0.0000","0","0","0"
"5542480","0","2.0000","0","0","0"
"5542481","0","2.0000","0","0","0"
"5542482","1","1.0000","5.53524443","34.4739","9"
"5542483","1","1.0000","13.13813994","38.5485","25"
"5542484","0","0.0000","0","0","0"
"5542485","0","0.0000","0","0","0"
"5542486","0","0.0000","0","0","0"
"5542487","1","2.0000","11.54885209","27.8809","25"
"5542488","0","0.0000","0","0","0"
"5542489","0","0.0000","0","0","0"
"5542490","0","0.0000","0","0","0"
"5542491","0","0.0000","0","0","0"
"5542492","0","0.0000","0","0","0"
"5542493","0","0.0000","0","0","0"
"5542494","0","0.0000","0","0","0"
"5542495","1","2.0000","0.98702003","2.4234999999999998","5"
"5542496","0","0.0000","0","0","0"
"5542497","0","0.0000","0","0","0"
"5542498","0","0.0000","0","0","0"
"5542499","0","0.0000","0","0","0"
"5542500","0","0.0000","0","0","0"
"5542501","0","0.0000","0","0","0"
"5542502","0","0.0000","0","0","0"
"5542503","0","0.0000","0","0","0"
"5542504","0","0.0000","0","0","0"
"5542505","0","0.0000","0","0","0"
"5542506","0","0.0000","0","0","0"
"5542507","0","0.0000","0","0","0"
"5542508","0","0.0000","0","0","0"
"5542509","0","0.0000","0","0","0"
"5542510","0","0.0000","0","0","0"
"5542511","0","0.0000","0","0","0"
"5542512","0","0.0000","0","0","0"
"5542513","0","0.0000","0","0","0"
"5542514","0","0.0000","0","0","0"
"5542515","0","0.0000","0","0","0"
"5542516","0","0.0000","0","0","0"
"5542517","1","2.0000","4.26970001","13.1953","5"
"5542518","1","1.0000","8.39405001","36.5217","28"
"5542519","1","2.0000","7.4309477600000005","47.1491","65"
"5542520","1","1.0000","10.7151562","29.2613","16"
"5542521","1","2.0000","5.34496996","28.3706","10"
"5542522","1","2.0000","0.55258001","1.0541","10"
"5542523","1","2.0000","10.20282095","47.9457","62"
"5542524","1","2.0000","7.40681753","51.9293","17"
"5542525","1","1.0000","6.73569549","36.1679","22"
"5542526","1","2.0000","9.82188762","39.2538","113"
"5542527","1","2.0000","17.28433284","85.0839","79"
"5542528","1","2.0000","8.30419059","26.1306","32"
"5542529","1","2.0000","8.45171763","25.5247","34"
"5542530","1","2.0000","3.53892856","17.5357","14"
"5542531","1","1.0000","11.90529986","22.1334","3"
"5542532","0","0.0000","0","0","0"
"5542533","0","0.0000","0","0","0"
"5542534","1","2.0000","11.14090788","41.2999","26"
"5542535","1","2.0000","0.71053999","1.972","5"
"5542536","1","2.0000","4.37612999","21.4053","10"
"5542537","1","2.0000","7.45709643","33.4215","56"
"5542538","0","0.0000","0","0","0"
"5542539","0","0.0000","0","0","0"
"5542540","0","0.0000","0","0","0"
"5542541","0","0.0000","0","0","0"
"5542542","1","2.0000","2.7544999900000002","6.8069","5"
"5542543","1","2.0000","8.80678885","34.9889","9"
"5542544","1","2.0000","6.24453747","22.4651","48"
"5542545","1","2.0000","10.14772084","45.9484","86"
"5542546","1","1.0000","7.09193488","37.962","66"
"5542547","1","1.0000","9.56665989","36.8906","10"
"5542548","1","2.0000","12.56201242","36.4073","24"
"5542549","1","1.0000","17.30890024","55.9303","5"
"5542550","0","0.0000","0","0","0"
"5542551","1","1.0000","0.043225","0.3458","8"
"5542552","0","0.0000","0","0","0"
"5542553","0","0.0000","0","0","0"
"5542554","1","1.0000","1.51312593","19.4932","27"
"5542555","1","1.0000","6.24292021","16.0631","5"
"5542556","1","1.0000","0.164575","0.6583","4"
"5542557","1","1.0000","6.69875641","22.4486","39"
"5542558","1","1.0000","11.4582837","41.2616","49"
"5542559","1","1.0000","8.36251666","18.6962","18"
"5542560","1","1.0000","1.23979998","1.2398","1"
"5542561","0","0.0000","0","0","0"
"5542562","0","0.0000","0","0","0"
"5542563","0","0.0000","0","0","0"
"5542564","0","0.0000","0","0","0"
"5542565","0","0.0000","0","0","0"
"5542566","1","2.0000","11.07441561","58.923","32"
"5542567","1","1.0000","4.19056669","24.7768","6"
"5542568","0","0.0000","0","0","0"
"5542569","1","1.0000","4.22529284","24.7768","14"
