act_key,avg_presence,avg_people_cnt,avg_activity,max_activity,cnt,first_eventtime,lastStatus,부재,,,
5541300,0,2,0,0,0,,,재실,,,
5541301,0,0,0,0,0,,,부재,,,
5541302,0,0,0,0,0,,,부재,,,
5541303,0,0,0,0,0,,,부재,,,
5541304,0,0,0,0,0,,,부재,,,
5541305,0,0,0,0,0,,,부재,,,
5541306,0,2,0,0,0,,,재실,,,
5541307,0,2,0,0,0,,,재실,,,
5541308,0,0,0,0,0,,,부재,,,
5541309,0,0,0,0,0,,,부재,,,
5541310,0,2,0,0,0,,,재실,,,
5541311,0,2,0,0,0,,,재실,,,
5541312,0,0,0,0,0,,,부재,,,
5541313,0,0,0,0,0,,,부재,,,
5541314,0,0,0,0,0,,,부재,,,
5541315,0,0,0,0,0,,,부재,,,
5541316,0,2,0,0,0,,,재실,,,
5541317,1,2,1.88915999,5.4887,5,,,재실,,,
5541318,1,2,4.13907698,25.1696,39,,,재실,,,
5541319,0,0,0,0,0,,,부재,,,
5541320,0,0,0,0,0,,,부재,,,
5541321,0,0,0,0,0,,,부재,,,
5541322,0,2,0,0,0,,,재실,,,
5541323,0,2,0,0,0,,,재실,,,
5541324,0,0,0,0,0,,,부재,,,
5541325,0,2,0,0,0,,,재실,,,
5541326,0,2,0,0,0,,,재실,,,
5541327,0,2,0,0,0,,,재실,,,
5541328,0,2,0,0,0,,,재실,,,
5541329,0,2,0,0,0,,,재실,,,
5541330,0,2,0,0,0,,,재실,,,
5541331,0,0,0,0,0,,,부재,,,
5541332,0,2,0,0,0,,,재실,,,
5541333,0,2,0,0,0,,,재실,,,
5541334,0,0,0,0,0,,,부재,,,
5541335,0,0,0,0,0,,,부재,,,
5541336,0,0,0,0,0,,,부재,,,
5541337,0,2,0,0,0,,,재실,,,
5541338,0,0,0,0,0,,,부재,,,
5541339,0,0,0,0,0,,,부재,,,
5541340,0,0,0,0,0,,,부재,,,
5541341,0,2,0,0,0,,,재실,,,
5541342,0,0,0,0,0,,,부재,,,
5541343,0,0,0,0,0,,,부재,,,
5541344,0,0,0,0,0,,,부재,,,
5541345,0,0,0,0,0,,,부재,,,
5541346,0,0,0,0,0,,,부재,,,
5541347,0,2,0,0,0,,,재실,,,
5541348,0,0,0,0,0,,,부재,,,
5541349,0,0,0,0,0,,,부재,,,
5541350,0,0,0,0,0,,,부재,,,
5541351,0,0,0,0,0,,,부재,,,
5541352,0,0,0,0,0,,,부재,,,
5541353,0,0,0,0,0,,,부재,,,
5541354,0,2,0,0,0,,,재실,,,
5541355,1,2,3.51206832,19.5363,41,,,재실,,,
5541356,0,2,0,0,0,,,재실,,,
5541357,0,0,0,0,0,,,부재,,,
5541358,0,0,0,0,0,,,부재,,,
5541359,0,2,0,0,0,,,재실,,,
5541360,0,2,0,0,0,,,재실,,,
5541361,0,2,0,0,0,,,재실,,,
5541362,0,2,0,0,0,,,재실,,,
5541363,1,2,8.65413594,39.186,64,,,재실,,,
5541364,1,1,3.33360004,3.3336,1,,,재실,,,
5541365,0,0,0,0,0,,,부재,,,
5541366,1,2,7.40433061,30.3,62,,,재실,,,
5541367,1,2,3.0078196,16.4568,46,,,재실,,,
5541368,0,2,0,0,0,,,재실,,,
5541369,0,2,0,0,0,,,재실,,,
5541370,0,2,0,0,0,,,재실,,,
5541371,1,2,7.19829097,35.466,33,,,재실,,,
5541372,1,2,6.78736466,22.2312,17,,,재실,,,
5541373,1,2,14.63948157,44.7882,22,,,재실,,,
5541374,1,2,6.85124333,33.2917,23,,,재실,,,
5541375,1,2,6.3546561,22.4723,66,,,재실,,,
5541376,1,2,4.27886338,24.6151,30,,,재실,,,
5541377,1,1,19.53989983,28.8825,2,,,재실,,,
5541378,0,2,0,0,0,,,재실,,,
5541379,0,2,0,0,0,,,재실,,,
5541380,1,1,5.32486664,18.3303,18,,,재실,,,
5541381,1,2,3.44719126,26.386,23,,,재실,,,
5541382,0,0,0,0,0,,,부재,,,
5541383,1,1,10.99389983,38.4852,10,,,재실,,,
5541384,1,2,4.21199997,13.0704,6,,,재실,,,
5541385,1,1,10.13653603,40.7423,36,,,재실,,,
5541386,1,1,2.60678502,10.2774,20,,,재실,,,
5541387,0,0,0,0,0,,,부재,,,
5541388,0,0,0,0,0,,,부재,,,
5541389,0,0,0,0,0,,,부재,,,
5541390,0,0,0,0,0,,,부재,,,
5541391,0,0,0,0,0,,,부재,,,
5541392,0,0,0,0,0,,,부재,,,
5541393,1,2,8.52904983,69.5414,26,,,재실,,,
5541394,1,2,8.96364029,45.6276,92,,,재실,,,
5541395,1,1,11.01643452,31.3215,29,,,재실,,,
5541396,0,0,0,0,0,,,부재,,,
5541397,1,2,16.74763903,49.6724,46,,,재실,,,
5541398,1,1,7.64716683,21.1415,3,,,재실,,,
5541399,1,1,4.5304875,20.8657,16,,,재실,,,
5541400,1,2,2.27721113,15.828,9,,,재실,,,
5541401,0,0,0,0,0,,,부재,,,
5541402,1,1,20.93879949,46.3435,4,,,재실,,,
5541403,1,2,5.54687425,22.0227,35,,,재실,,,
5541404,1,2,5.63599187,28.8214,98,,,재실,,,
5541405,1,1,12.58172843,19.2931,7,,,재실,,,
5541406,0,0,0,0,0,,,부재,,,
5541407,1,2,5.57666665,13.9498,18,,,재실,,,
5541408,0,0,0,0,0,,,부재,,,
5541409,0,0,0,0,0,,,부재,,,
5541410,1,1,13.79539992,30.2123,3,,,재실,,,
5541411,0,0,0,0,0,,,부재,,,
5541412,1,1,9.20749068,42.702,32,,,재실,,,
5541413,1,2,5.02862172,22.445,23,,,재실,,,
5541414,0,0,0,0,0,,,부재,,,
5541415,1,2,2.2486737,14.0888,19,,,재실,,,
5541416,0,0,0,0,0,,,부재,,,
5541417,1,2,7.51455255,51.4364,59,,,재실,,,
5541418,1,2,9.54753189,33.2806,22,,,재실,,,
5541419,1,1,9.34171813,47.7626,11,,,재실,,,
5541420,1,1,6.40043061,13.7806,13,,,재실,,,
5541421,1,1,0.25729999,0.2573,1,,,재실,,,
5541422,0,0,0,0,0,,,부재,,,
5541423,0,0,0,0,0,,,부재,,,
5541424,0,0,0,0,0,,,부재,,,
5541425,0,0,0,0,0,,,부재,,,
5541426,1,1,8.26885393,21.8999,13,,,재실,,,
5541427,1,1,19.68044992,29.4083,6,,,재실,,,
5541428,1,1,9.10926997,33.9687,10,,,재실,,,
5541429,1,1,10.57844704,37.0855,17,,,재실,,,
5541430,1,2,7.53538889,31.5631,63,,,재실,,,
5541431,1,2,7.41180007,45.7153,27,,,재실,,,
5541432,1,2,5.33321536,14.8036,13,,,재실,,,
5541433,0,0,0,0,0,,,부재,,,
5541434,0,2,0,0,0,,,재실,,,
5541435,0,0,0,0,0,,,부재,,,
5541436,1,2,2.17832499,7.5572,4,,,재실,,,
5541437,1,2,3.70380711,15.175,14,,,재실,,,
5541438,1,2,7.19206248,49.5843,24,,,재실,,,
5541439,0,0,0,0,0,,,부재,,,
5541440,0,2,0,0,0,,,재실,,,
5541441,1,2,1.55110915,10.4666,11,,,재실,,,
5541442,0,0,0,0,0,,,부재,,,
5541443,0,0,0,0,0,,,부재,,,
5541444,0,0,0,0,0,,,부재,,,
5541445,1,2,4.89266671,13.9748,3,,,재실,,,
5541446,0,0,0,0,0,,,부재,,,
5541447,0,0,0,0,0,,,부재,,,
5541448,0,0,0,0,0,,,부재,,,
5541449,0,0,0,0,0,,,부재,,,
5541450,1,1,0.0762,0.0762,1,,,재실,,,
5541451,1,2,12.3146265,55.8825,19,,,재실,,,
5541452,0,0,0,0,0,,,부재,,,
5541453,0,0,0,0,0,,,부재,,,
5541454,1,2,10.85086042,37.477,53,2022-09-06 12:52,주의,재실,,,
5541455,0,2,0,0,0,,,재실,,,
5541456,1,1,4.26151001,13.3238,10,,,재실,,,
5541457,1,1,9.13956674,25.3467,12,,,재실,,,
5541458,0,0,0,0,0,,,부재,,,
5541459,1,1,11.00560651,35.1467,31,,,재실,,,
5541460,1,1,12.54220712,32.0071,28,,,재실,,,
5541461,1,1,22.29250013,53.2414,13,,,재실,,,
5541462,1,2,7.64428155,50.198,27,,,재실,,,
5541463,1,1,2.10685003,2.6024,2,,,재실,,,
5541464,1,1,5.4261389,16.3673,36,,,재실,,,
5541465,1,2,2.46652945,10.586,17,,,재실,,,
5541466,1,2,9.27343735,23.9644,8,,,재실,,,
5541467,1,2,8.31413075,32.2645,26,,,재실,,,
5541468,1,1,3.97060714,6.4406,14,,,재실,,,
5541469,0,0,0,0,0,,,부재,,,
5541470,1,1,6.65100753,36.2243,53,,,재실,,,
5541471,0,0,0,0,0,,,부재,,,
5541472,0,0,0,0,0,,,부재,,,
5541473,0,0,0,0,0,,,부재,,,
5541474,1,2,5.96619995,18.3359,18,,,재실,,,
5541475,1,1,6.22696733,21.813,49,,,재실,,,
5541476,1,1,3.21379446,11.789,18,,,재실,,,
5541477,1,1,6.10824003,24.3493,40,,,재실,,,
5541478,1,1,16.56401461,49.0799,41,,,재실,,,
5541479,1,1,7.25002498,19.4032,32,,,재실,,,
5541480,1,1,1.33270004,4.4457,4,,,재실,,,
5541481,1,1,4.52362493,12.6178,4,,,재실,,,
5541482,1,2,0.96582,2.622,5,,,재실,,,
5541483,1,2,4.02276921,12.4588,13,,,재실,,,
5541484,1,2,11.00924,39.2166,30,,,재실,,,
5541485,0,0,0,0,0,,,부재,,,
5541486,0,0,0,0,0,,,부재,,,
5541487,0,0,0,0,0,,,부재,,,
5541488,1,1,9.94853334,23.1508,15,,,재실,,,
5541489,0,0,0,0,0,,,부재,,,
5541490,0,0,0,0,0,,,부재,,,
5541491,0,0,0,0,0,,,부재,,,
5541492,0,0,0,0,0,,,부재,,,
5541493,1,1,14.80261992,37.1534,5,,,재실,,,
5541494,0,0,0,0,0,,,부재,,,
5541495,0,0,0,0,0,,,부재,,,
5541496,0,0,0,0,0,,,부재,,,
5541497,1,1,6.06713756,25.6408,32,,,재실,,,
5541498,1,1,6.1049375,19.775,8,,,재실,,,
5541499,1,1,5.61623323,14.5321,3,,,재실,,,
5541500,0,0,0,0,0,,,부재,,,
5541501,1,1,9.49674009,19.2455,20,,,재실,,,
5541502,1,1,8.76282696,29.9292,37,2022-09-06 16:50,주의,재실,,,
5541503,0,0,0,0,0,,,부재,,,
5541504,1,1,6.63064999,18.2999,4,,,재실,,,
5541505,1,1,7.73490012,14.3394,2,,,재실,,,
5541506,0,0,0,0,0,,,부재,,,
5541507,1,2,8.68146926,26.1306,39,,,재실,,,
5541508,1,1,10.96097408,23.4536,27,,,재실,,,
5541509,1,2,13.67632211,46.1327,32,,,재실,,,
5541510,1,2,8.58216473,17.3868,17,,,재실,,,
5541511,1,2,0.32925,0.6286,2,,,재실,,,
5541512,1,2,3.39772802,17.9199,25,,,재실,,,
5541513,1,2,6.57477505,26.4136,16,,,재실,,,
5541514,0,0,0,0,0,,,부재,,,
5541515,1,2,5.87392497,40.2244,28,,,재실,,,
5541516,1,2,4.89907363,10.9036,19,,,재실,,,
5541517,0,2,0,0,0,,,재실,,,
5541518,0,0,0,0,0,,,부재,,,
5541519,1,2,11.05884984,26.0303,10,,,재실,,,
5541520,1,2,6.3104479,32.0055,23,,,재실,,,
5541521,1,1,7.67507,22.468,30,,,재실,,,
5541522,1,1,3.5498915,32.6405,59,,,재실,,,
5541523,1,2,6.62895663,33.8586,83,,,재실,,,
5541524,1,1,6.12588329,14.6446,6,,,재실,,,
5541525,1,1,5.81347139,18.3531,7,,,재실,,,
5541526,1,2,9.71400006,26.3523,21,,,재실,,,
5541527,1,1,9.89000004,20.7332,6,,,재실,,,
5541528,0,0,0,0,0,,,부재,,,
5541529,1,1,5.0142252,16.4591,4,,,재실,,,
5541530,1,2,8.29862601,41.2095,46,,,재실,,,
5541531,1,1,9.39280038,18.5785,2,,,재실,,,
5541532,1,2,9.59002671,39.9866,60,,,재실,,,
5541533,1,2,10.21713571,74.2594,28,,,재실,,,
5541534,1,2,9.06264722,36.5832,36,,,재실,,,
5541535,0,0,0,0,0,,,부재,,,
5541536,1,2,0.82530001,2.0013,10,,,재실,,,
5541537,0,2,0,0,0,,,재실,,,
5541538,0,0,0,0,0,,,부재,,,
5541539,0,0,0,0,0,,,부재,,,
5541540,1,1,12.05201672,40.6385,12,,,재실,,,
5541541,1,2,9.00830907,50.5538,22,,,재실,,,
5541542,1,2,3.34041996,22.1724,15,,,재실,,,
5541543,0,2,0,0,0,,,재실,,,
5541544,1,2,10.35786495,38.8678,37,,,재실,,,
5541545,1,2,8.01761277,34.1158,39,,,재실,,,
5541546,1,2,9.45383864,43.1106,75,,,재실,,,
5541547,1,2,8.46383265,32.1452,52,,,재실,,,
5541548,1,2,14.78576824,36.3041,22,,,재실,,,
5541549,1,2,8.18997278,55.7299,11,,,재실,,,
5541550,1,2,3.77163346,18.0806,6,,,재실,,,
5541551,1,1,12.31164211,39.5601,19,,,재실,,,
5541552,1,2,8.47107079,32.2752,48,,,재실,,,
5541553,1,2,6.87213503,35.1213,77,,,재실,,,
5541554,1,2,5.41260555,21.5599,18,,,재실,,,
5541555,1,2,3.43405833,16.4498,12,,,재실,,,
5541556,0,2,0,0,0,,,재실,,,
5541557,1,2,4.78706083,11.1156,23,,,재실,,,
5541558,1,2,3.33080006,5.5499,3,,,재실,,,
5541559,0,2,0,0,0,,,재실,,,
5541560,0,2,0,0,0,,,재실,,,
5541561,0,2,0,0,0,,,재실,,,
5541562,0,2,0,0,0,,,재실,,,
5541563,0,0,0,0,0,,,부재,,,
5541564,1,2,4.50183747,35.1213,8,,,재실,,,
5541565,0,2,0,0,0,,,재실,,,
5541566,0,2,0,0,0,,,재실,,,
5541567,1,2,15.136611,25.3289,9,,,재실,,,
5541568,1,2,13.74526733,49.9636,58,,,재실,,,
5541569,1,2,10.28979616,48.2503,77,,,재실,,,
5541570,1,2,4.36564175,36.1715,12,,,재실,,,
5541571,1,2,2.53894996,6.8415,6,,,재실,,,
5541572,1,2,1.27799171,4.8727,12,,,재실,,,
5541573,0,2,0,0,0,,,재실,,,
5541574,0,2,0,0,0,,,재실,,,
5541575,1,2,2.43882998,17.7976,20,,,재실,,,
5541576,0,2,0,0,0,,,재실,,,
5541577,1,2,5.05077698,14.1798,13,,,재실,,,
5541578,0,2,0,0,0,,,재실,,,
5541579,0,2,0,0,0,,,재실,,,
5541580,1,2,3.76355652,44.91,69,,,재실,,,
5541581,0,2,0,0,0,,,재실,,,
5541582,0,2,0,0,0,,,재실,,,
5541583,1,2,4.09875204,10.3176,25,,,재실,,,
5541584,1,2,8.23245004,29.5879,10,,,재실,,,
5541585,0,2,0,0,0,,,재실,,,
5541586,0,0,0,0,0,,,부재,,,
5541587,0,0,0,0,0,,,부재,,,
5541588,0,0,0,0,0,,,부재,,,
5541589,0,0,0,0,0,,,부재,,,
5541590,0,0,0,0,0,,,부재,,,
5541591,0,0,0,0,0,,,부재,,,
5541592,0,0,0,0,0,,,부재,,,
5541593,0,0,0,0,0,,,부재,,,
5541594,0,2,0,0,0,,,재실,,,
5541595,1,2,2.0346974,27.1179,38,,,재실,,,
5541596,1,2,7.90613885,27.5372,49,,,재실,,,
5541597,0,0,0,0,0,,,부재,,,
5541598,1,1,6.06293341,19.0986,9,,,재실,,,
5541599,1,2,9.03616321,61.0171,49,,,재실,,,
5541600,0,0,0,0,0,,,부재,,,
5541601,0,0,0,0,0,,,부재,,,
5541602,0,0,0,0,0,,,부재,,,
5541603,0,0,0,0,0,,,부재,,,
5541604,1,2,0.1267,0.1267,1,,,재실,,,
5541605,0,0,0,0,0,,,부재,,,
5541606,0,2,0,0,0,,,재실,,,
5541607,0,2,0,0,0,,,재실,,,
5541608,0,0,0,0,0,,,부재,,,
5541609,1,2,0.0615,0.0615,1,,,재실,,,
5541610,1,2,7.6333999,41.2538,10,,,재실,,,
5541611,1,2,7.02034995,18.6964,4,,,재실,,,
5541612,0,0,0,0,0,,,부재,,,
5541613,1,2,0.27900001,0.279,1,,,재실,,,
5541614,1,1,1.95879999,3.6515,2,,,재실,,,
5541615,0,2,0,0,0,,,재실,,,
5541616,0,2,0,0,0,,,재실,,,
5541617,0,2,0,0,0,,,재실,,,
5541618,0,0,0,0,0,,,부재,,,
5541619,1,2,2.08220589,13.2886,17,,,재실,,,
5541620,1,1,8.56185014,19.688,12,,,재실,,,
5541621,0,2,0,0,0,,,재실,,,
5541622,1,1,0.19069999,0.1907,1,,,재실,,,
5541623,0,0,0,0,0,,,부재,,,
5541624,0,0,0,0,0,,,부재,,,
5541625,0,0,0,0,0,,,부재,,,
5541626,0,0,0,0,0,,,부재,,,
5541627,0,0,0,0,0,,,부재,,,
5541628,0,2,0,0,0,,,재실,,,
5541629,0,2,0,0,0,,,재실,,,
5541630,0,0,0,0,0,,,부재,,,
5541631,0,0,0,0,0,,,부재,,,
5541632,1,2,3.93547134,21.9371,7,,,재실,,,
5541633,1,2,1.38751998,3.1924,5,,,재실,,,
5541634,0,0,0,0,0,,,부재,,,
5541635,1,2,1.10088633,21.2291,22,,,재실,,,
5541636,0,0,0,0,0,,,부재,,,
5541637,0,0,0,0,0,,,부재,,,
5541638,1,2,0.91178,1.6991,5,,,재실,,,
5541639,0,2,0,0,0,,,재실,,,
5541640,0,2,0,0,0,,,재실,,,
5541641,0,2,0,0,0,,,재실,,,
5541642,0,0,0,0,0,,,부재,,,
5541643,0,2,0,0,0,,,재실,,,
5541644,0,2,0,0,0,,,재실,,,
5541645,1,2,4.95877487,10.6404,4,,,재실,,,
5541646,1,1,0.06545,0.1309,2,,,재실,,,
5541647,0,2,0,0,0,,,재실,,,
5541648,0,0,0,0,0,,,부재,,,
5541649,0,2,0,0,0,,,재실,,,
5541650,1,2,1.66193844,17.636,13,,,재실,,,
5541651,0,0,0,0,0,,,부재,,,
5541652,0,0,0,0,0,,,부재,,,
5541653,0,0,0,0,0,,,부재,,,
5541654,0,0,0,0,0,,,부재,,,
5541655,0,0,0,0,0,,,부재,,,
5541656,0,2,0,0,0,,,재실,,,
5541657,1,2,12.12087268,82.4136,22,,,재실,,,
5541658,1,2,5.73629598,20.0805,50,,,재실,,,
5541659,0,0,0,0,0,,,부재,,,
5541660,0,0,0,0,0,,,부재,,,
5541661,1,2,3.96873747,10.9276,8,,,재실,,,
5541662,0,0,0,0,0,,,부재,,,
5541663,1,1,10.90997896,51.9246,62,,,재실,,,
5541664,1,1,9.27853798,49.5138,29,,,재실,,,
5541665,1,2,9.51061872,30.1181,16,,,재실,,,
5541666,1,2,5.3973345,21.8094,29,2022-09-07 06:31,주의,재실,,,
5541667,1,1,3.65919702,38.2981,33,2022-09-07 06:36,낙상,재실,,,
5541668,1,1,2.87247137,21.6538,21,2022-09-07 06:43,낙상,재실,,,
5541669,1,1,28.40064966,58.958,6,2022-09-07 06:46,주의,재실,,,
5541670,1,2,5.02464754,24.1281,21,,,재실,,,
5541671,1,2,4.47519483,41.4206,77,,,재실,,,
5541672,0,0,0,0,0,,,부재,,,
5541673,1,2,1.2687,2.4882,5,,,재실,,,
5541674,0,0,0,0,0,,,부재,,,
5541675,0,0,0,0,0,,,부재,,,
5541676,0,0,0,0,0,,,부재,,,
5541677,1,2,5.56895002,14.3338,10,,,재실,,,
5541678,0,0,0,0,0,,,부재,,,
5541679,1,2,1.09489998,3.7745,5,,,재실,,,
5541680,0,0,0,0,0,,,부재,,,
5541681,1,2,6.62171194,37.9473,67,,,재실,,,
5541682,0,0,0,0,0,,,부재,,,
5541683,1,2,12.64244832,54.3019,60,,,재실,,,
5541684,0,0,0,0,0,,,부재,,,
5541685,1,2,3.55688002,14.6765,30,,,재실,,,
5541686,1,1,10.16953334,35.1979,42,,,재실,,,
5541687,1,1,10.21133543,35.2331,93,,,재실,,,
5541688,1,1,10.5982023,35.2096,85,,,재실,,,
5541689,1,1,8.35060211,36.765,90,,,재실,,,
5541690,1,1,6.13548396,32.7361,81,,,재실,,,
5541691,0,0,0,0,0,,,부재,,,
5541692,1,2,6.04892961,25.6905,125,,,재실,,,
5541693,1,2,8.88508096,32.1372,42,,,재실,,,
5541694,0,0,0,0,0,,,부재,,,
5541695,0,0,0,0,0,,,부재,,,
5541696,0,0,0,0,0,,,부재,,,
5541697,1,2,7.97348004,43.5926,25,,,재실,,,
5541698,1,2,4.89835361,36.3559,41,,,재실,,,
5541699,1,1,4.48140822,37.4954,73,,,재실,,,
5541700,1,1,12.12560408,63.1235,97,,,재실,,,
5541701,1,1,9.01124666,49.9003,45,,,재실,,,
5541702,1,1,10.81970024,10.8197,1,,,재실,,,
5541703,0,0,0,0,0,,,부재,,,
5541704,1,2,10.4820711,81.8439,76,,,재실,,,
5541705,1,1,9.50719955,35.0809,4,,,재실,,,
5541706,1,2,11.77207506,48.9878,16,,,재실,,,
5541707,1,2,5.74817042,41.4702,44,,,재실,,,
5541708,1,2,4.71414992,9.0889,6,,,재실,,,
5541709,0,0,0,0,0,,,부재,,,
5541710,1,2,12.81636015,30.9157,10,,,재실,,,
5541711,1,2,13.11881889,67.9332,37,,,재실,,,
5541712,1,2,4.73108574,30.8745,14,,,재실,,,
5541713,1,1,7.21876537,46.1814,26,,,재실,,,
5541714,1,2,3.69945991,18.7818,10,,,재실,,,
5541715,1,2,13.45487901,49.1947,81,,,재실,,,
5541716,1,2,9.16972678,45.776,71,,,재실,,,
5541717,1,2,11.18141323,32.5559,15,,,재실,,,
5541718,1,2,8.09124839,35.1744,62,,,재실,,,
5541719,1,2,10.08623255,47.2417,92,,,재실,,,
5541720,1,1,9.20007023,35.1979,57,,,재실,,,
5541721,1,1,13.69089874,74.102,80,2022-09-07 11:05,주의,재실,,,
5541722,1,1,11.49882076,79.6742,53,,,재실,,,
5541723,1,1,11.84100406,38.3087,25,2022-09-07 11:17,주의,재실,,,
5541724,1,1,12.63785254,45.703,40,,,재실,,,
5541725,1,2,11.98623646,72.163,22,,,재실,,,
5541726,1,1,13.67501272,45.7621,16,,,재실,,,
5541727,1,1,7.6709635,48.8748,30,,,재실,,,
5541728,1,1,14.14844086,47.226,66,,,재실,,,
5541729,1,1,9.73891597,34.0624,62,,,재실,,,
5541730,1,1,1.33181249,4.1204,8,,,재실,,,
5541731,1,2,6.08733671,53.173,68,2022-09-07 11:58,주의,재실,,,
5541732,1,1,7.63938518,21.4424,74,,,재실,,,
5541733,1,1,5.91800833,22.3442,60,,,재실,,,
5541734,1,1,5.70280308,28.0515,65,,,재실,,,
5541735,1,2,5.24639199,17.0652,25,,,재실,,,
5541736,1,2,5.19934161,29.7484,12,,,재실,,,
5541737,0,0,0,0,0,,,부재,,,
5541738,0,0,0,0,0,,,부재,,,
5541739,0,0,0,0,0,,,부재,,,
5541740,1,1,5.2481635,40.3108,11,,,재실,,,
5541741,1,1,5.71126999,13.174,10,,,재실,,,
5541742,1,1,18.18227493,44.5504,8,,,재실,,,
5541743,1,2,14.69170015,69.1509,29,,,재실,,,
5541744,1,2,7.59960306,39.68,65,,,재실,,,
5541745,1,1,7.01803338,14.3041,15,,,재실,,,
5541746,1,1,6.36583848,26.3843,52,,,재실,,,
5541747,1,2,6.76929426,66.9105,105,,,재실,,,
5541748,1,1,14.32838165,37.2902,27,,,재실,,,
5541749,1,2,6.64357633,36.8674,114,2022-09-07 13:25,주의,재실,,,
5541750,1,1,2.31515456,5.5984,11,,,재실,,,
5541751,0,0,0,0,0,,,부재,,,
5541752,1,1,14.40007522,31.2021,4,,,재실,,,
5541753,1,2,7.63867828,42.7551,46,,,재실,,,
5541754,1,1,6.66369076,17.8792,54,,,재실,,,
5541755,1,1,8.71263043,53.2718,23,,,재실,,,
5541756,1,1,3.9822,17.8733,20,,,재실,,,
5541757,1,1,8.88840839,35.1393,24,,,재실,,,
5541758,1,1,0.04874444,0.4387,9,,,재실,,,
5541759,1,1,6.57806042,37.5855,43,,,재실,,,
5541760,0,0,0,0,0,,,부재,,,
5541761,0,0,0,0,0,,,부재,,,
5541762,1,2,11.35816471,38.7282,34,,,재실,,,
5541763,1,1,9.58583656,31.5178,30,,,재실,,,
5541764,1,1,5.03973063,34.0515,13,,,재실,,,
5541765,1,2,9.52990961,30.1764,21,,,재실,,,
5541766,1,2,3.48691431,8.04,7,,,재실,,,
5541767,0,0,0,0,0,,,부재,,,
5541768,1,2,7.22328264,60.5129,23,,,재실,,,
5541769,0,0,0,0,0,,,부재,,,
5541770,1,2,2.69479165,6.4048,12,,,재실,,,
5541771,1,2,10.13658576,46.2293,91,,,재실,,,
5541772,0,0,0,0,0,,,부재,,,
5541773,0,0,0,0,0,,,부재,,,
5541774,1,2,3.03920997,7.8089,10,,,재실,,,
5541775,1,1,8.23584271,17.7538,7,,,재실,,,
5541776,1,1,11.19007393,34.6552,23,,,재실,,,
5541777,1,2,9.53277927,45.7013,77,,,재실,,,
5541778,1,2,6.86397024,29.7888,37,,,재실,,,
5541779,1,1,8.78357942,26.313,34,,,재실,,,
5541780,1,1,7.04200974,30.0662,41,2022-09-07 16:00,주의,재실,,,
5541781,1,1,7.71862943,47.3194,17,,,재실,,,
5541782,1,1,16.48972187,48.9925,41,,,재실,,,
5541783,1,1,7.75892508,28.2017,4,,,재실,,,
5541784,1,1,5.39837631,65.3444,38,,,재실,,,
5541785,1,2,4.00760007,16.0883,12,,,재실,,,
5541786,1,2,13.52100432,37.1444,47,,,재실,,,
5541787,1,2,8.34024579,32.548,35,,,재실,,,
5541788,0,0,0,0,0,,,부재,,,
5541789,0,0,0,0,0,,,부재,,,
5541790,1,2,10.60909091,41.8755,33,,,재실,,,
5541791,1,2,18.83283987,71.9217,20,,,재실,,,
5541792,1,1,12.79298249,33.6948,17,2022-09-07 17:01,주의,재실,,,
5541793,0,0,0,0,0,,,부재,,,
5541794,1,2,4.05455709,14.4309,7,,,재실,,,
5541795,1,1,0.1304,0.1304,1,,,재실,,,
5541796,1,2,9.52793057,39.3363,49,,,재실,,,
5541797,1,2,7.47918384,35.3914,62,,,재실,,,
5541798,1,1,9.82252998,25.3221,10,,,재실,,,
5541799,0,0,0,0,0,,,부재,,,
5541800,0,0,0,0,0,,,부재,,,
5541801,0,0,0,0,0,,,부재,,,
5541802,1,2,12.76474275,38.6279,14,,,재실,,,
5541803,1,2,8.71661748,35.1852,126,,,재실,,,
5541804,1,2,7.64373407,38.1205,88,,,재실,,,
5541805,1,1,9.37535454,48.2783,33,,,재실,,,
5541806,1,1,20.69161983,49.7427,10,,,재실,,,
5541807,1,1,20.50115006,43.7988,14,,,재실,,,
5541808,1,1,10.77813932,31.2896,28,2022-09-07 18:23,주의,재실,,,
5541809,1,2,10.000141,30.5977,56,,,재실,,,
5541810,1,2,13.71356973,40.8584,43,,,재실,,,
5541811,1,1,4.41726441,36.5237,59,,,재실,,,
5541812,1,1,5.44581829,24.9224,93,,,재실,,,
5541813,1,2,13.07961086,37.6239,37,,,재실,,,
5541814,1,2,11.62415223,39.6997,23,,,재실,,,
5541815,0,2,0,0,0,,,재실,,,
5541816,1,2,3.02229374,11.6219,16,,,재실,,,
5541817,0,2,0,0,0,,,재실,,,
5541818,1,2,5.89576659,17.4194,15,,,재실,,,
5541819,1,2,4.23177039,32.2425,27,,,재실,,,
5541820,1,2,1.18947502,3.0861,4,,,재실,,,
5541821,0,2,0,0,0,,,재실,,,
5541822,1,2,4.83291662,30.6876,24,,,재실,,,
5541823,1,2,25.9013488,90.4083,35,,,재실,,,
5541824,1,1,2.08981,7.0917,10,,,재실,,,
5541825,1,2,6.06504999,35.028,78,,,재실,,,
5541826,0,0,0,0,0,,,부재,,,
5541827,1,2,1.9108166,11.4049,6,,,재실,,,
5541828,0,2,0,0,0,,,재실,,,
5541829,1,2,11.02308332,50.815,30,,,재실,,,
5541830,0,0,0,0,0,,,부재,,,
5541831,0,0,0,0,0,,,부재,,,
5541832,1,1,11.42254305,24.0379,7,,,재실,,,
