act_key,avg_presence,avg_people_cnt,avg_activity,max_activity,cnt,first_eventtime,lastStatus,부재,,,
5543989,1,2,9.02018121,81.2766,53,,,재실,,,
5543990,1,1,6.11725885,32.149,73,,,재실,,,
5543991,1,1,1.7127591,10.2672,22,,,재실,,,
5543992,1,1,5.72767336,16.3782,15,,,재실,,,
5543993,1,1,6.08791993,15.1907,15,,,재실,,,
5543994,1,2,5.04271999,15.6341,5,,,재실,,,
5543995,1,2,16.93550699,51.4089,29,,,재실,,,
5543996,0,0,0,0,0,,,부재,,,
5543997,1,2,13.55996625,35.8779,9,,,재실,,,
5543998,1,2,5.54086994,26.6558,10,,,재실,,,
5543999,1,2,6.3685501,16.2616,12,,,재실,,,
5544000,0,2,0,0,0,,,재실,,,
5544001,0,2,0,0,0,,,재실,,,
5544002,1,2,9.08147375,43.6476,42,,,재실,,,
5544003,1,1,5.41915281,29.905,36,,,재실,,,
5544004,1,1,0.36115,0.3999,2,,,재실,,,
5544005,1,1,1.73587505,5.4317,4,,,재실,,,
5544006,1,1,8.17939991,15.5863,3,,,재실,,,
5544007,1,1,12.07623759,32.2946,16,,,재실,,,
5544008,1,1,7.92644206,24.6051,19,,,재실,,,
5544009,1,2,7.00256535,32.0052,26,,,재실,,,
5544010,1,2,9.61739253,43.1981,80,,,재실,,,
5544011,1,1,2.72829996,11.1255,14,,,재실,,,
5544012,0,2,0,0,0,,,재실,,,
5544013,0,0,0,0,0,,,부재,,,
5544014,1,1,7.82902027,18.2422,5,,,재실,,,
5544015,0,0,0,0,0,,,부재,,,
5544016,0,0,0,0,0,,,부재,,,
5544017,0,0,0,0,0,,,부재,,,
5544018,0,0,0,0,0,,,부재,,,
5544019,0,0,0,0,0,,,부재,,,
5544020,0,0,0,0,0,,,부재,,,
5544021,1,2,12.62637273,35.639,11,,,재실,,,
5544022,1,1,23.10576661,30.5683,3,,,재실,,,
5544023,1,2,7.5035469,28.2438,49,,,재실,,,
5544024,1,1,1.6066,3.4856,3,,,재실,,,
5544025,1,1,3.69803924,14.1123,51,,,재실,,,
5544026,1,2,5.72607982,14.5678,5,,,재실,,,
5544027,0,2,0,0,0,,,재실,,,
5544028,0,2,0,0,0,,,재실,,,
5544029,0,2,0,0,0,,,재실,,,
5544030,1,2,6.86400658,34.7387,76,,,재실,,,
5544031,1,2,13.14886034,60.4317,5,,,재실,,,
5544032,1,2,8.1977517,39.9116,29,,,재실,,,
5544033,1,2,13.12617979,18.5506,5,,,재실,,,
5544034,0,0,0,0,0,,,부재,,,
5544035,0,0,0,0,0,,,부재,,,
5544036,0,0,0,0,0,,,부재,,,
5544037,1,2,15.8956935,67.553,15,,,재실,,,
5544038,1,2,8.85718997,34.3812,30,,,재실,,,
5544039,0,0,0,0,0,,,부재,,,
5544040,0,0,0,0,0,,,부재,,,
5544041,0,0,0,0,0,,,부재,,,
5544042,1,1,6.97585591,35.7548,59,,,재실,,,
5544043,0,0,0,0,0,,,부재,,,
5544044,1,2,1.03654865,11.7513,37,,,재실,,,
5544045,1,2,7.44320637,48.7018,16,2022-09-15 12:48,주의,재실,,,
5544046,0,0,0,0,0,,,부재,,,
5544047,0,2,0,0,0,,,재실,,,
5544048,1,1,0.04364,0.2182,5,,,재실,,,
5544049,1,1,2.03686446,7.9344,45,,,재실,,,
5544050,1,1,1.58049722,8.5596,36,,,재실,,,
5544051,1,2,6.86768445,26.3708,77,,,재실,,,
5544052,1,2,8.03461286,57.9696,101,,,재실,,,
5544053,1,2,5.07837,36.3107,60,,,재실,,,
5544054,0,0,0,0,0,,,부재,,,
5544055,0,0,0,0,0,,,부재,,,
5544056,1,2,3.51085202,19.1444,25,2022-09-15 13:41,주의,재실,,,
5544056,1,2,3.51085202,19.1444,25,2022-09-15 13:41,주의,재실,,,
5544057,1,2,2.87169993,17.685,8,,,재실,,,
5544058,0,0,0,0,0,,,부재,,,
5544059,0,2,0,0,0,,,재실,,,
5544060,0,0,0,0,0,,,부재,,,
5544061,0,0,0,0,0,,,부재,,,
5544062,0,0,0,0,0,,,부재,,,
5544063,0,2,0,0,0,,,재실,,,
5544064,0,2,0,0,0,,,재실,,,
5544065,1,2,6.69102225,21.6642,63,,,재실,,,
5544066,1,2,8.25343049,50.4416,95,,,재실,,,
5544067,1,2,6.32069689,25.5754,65,,,재실,,,
5544068,1,2,18.0925345,81.4815,29,,,재실,,,
5544069,1,1,14.08984995,27.712,2,,,재실,,,
5544070,0,0,0,0,0,,,부재,,,
5544071,0,0,0,0,0,,,부재,,,
5544072,1,1,0.108,0.108,1,,,재실,,,
5544073,0,0,0,0,0,,,부재,,,
5544074,0,0,0,0,0,,,부재,,,
5544075,1,1,3.73208189,18.3871,11,,,재실,,,
5544076,1,1,6.1122,40.4502,23,,,재실,,,
5544077,1,2,6.53512136,34.4934,42,,,재실,,,
5544078,1,2,4.19326403,13.7655,25,,,재실,,,
5544079,1,1,9.38769984,13.0427,4,,,재실,,,
5544080,0,0,0,0,0,,,부재,,,
5544081,1,2,1.24733078,3.7834,26,,,재실,,,
5544082,1,2,3.00466312,9.8796,19,,,재실,,,
5544083,0,0,0,0,0,,,부재,,,
5544084,0,0,0,0,0,,,부재,,,
5544085,1,2,5.45553794,29.6704,87,,,재실,,,
5544086,1,1,10.54804705,36.2553,34,,,재실,,,
5544087,0,0,0,0,0,,,부재,,,
5544088,0,0,0,0,0,,,부재,,,
5544089,1,1,0.39314999,0.6773,2,,,재실,,,
5544090,1,1,23.38403352,35.7948,3,,,재실,,,
5544091,0,0,0,0,0,,,부재,,,
5544092,0,0,0,0,0,,,부재,,,
5544093,1,2,2.69432506,5.6538,4,,,재실,,,
5544094,0,2,0,0,0,,,재실,,,
5544095,1,2,-0.17747781,12.0806,18,,,재실,,,
5544096,0,3,0,0,0,,,재실,,,
5544097,1,2,3.87923899,64.0617,41,,,재실,,,
5544098,1,2,0.63145,0.7413,2,,,재실,,,
5544099,1,2,4.53256073,13.4536,28,,,재실,,,
5544100,1,2,6.07078618,48.1779,145,,,재실,,,
5544101,0,2,0,0,0,,,재실,,,
5544102,1,2,5.66822963,47.4983,71,,,재실,,,
5544103,1,2,14.03137464,87.6173,47,,,재실,,,
5544104,0,2,0,0,0,,,재실,,,
5544105,1,2,2.46814286,8.9276,7,,,재실,,,
5544106,1,2,5.65463212,28.2209,112,,,재실,,,
5544107,0,2,0,0,0,,,재실,,,
5544108,0,2,0,0,0,,,재실,,,
5544109,1,3,4.53506259,33.483,40,,,재실,,,
5544110,1,2,0.28135,0.5471,2,,,재실,,,
5544111,1,2,7.71876658,27.3435,27,,,재실,,,
5544112,1,2,10.52510495,50.4312,80,,,재실,,,
5544113,1,2,11.0494638,68.6311,44,,,재실,,,
5544114,1,1,5.63579098,26.8644,11,,,재실,,,
5544115,1,2,14.22512667,62.5559,60,,,재실,,,
5544116,0,0,0,0,0,,,부재,,,
5544117,1,2,3.88691429,9.5975,7,,,재실,,,
5544118,0,0,0,0,0,,,부재,,,
5544119,0,2,0,0,0,,,재실,,,
5544120,1,2,5.39148898,22.3537,9,,,재실,,,
5544121,1,2,6.93934677,55.9028,15,,,재실,,,
5544122,0,0,0,0,0,,,부재,,,
5544123,0,0,0,0,0,,,부재,,,
5544124,1,1,8.11401997,35.0813,30,,,재실,,,
5544125,1,1,7.16089743,44.1818,78,,,재실,,,
5544126,1,2,5.80938231,25.355,79,,,재실,,,
5544127,1,1,1.72895,7.0821,24,,,재실,,,
5544128,1,1,4.38824993,8.0462,4,,,재실,,,
5544129,1,2,8.62392222,26.2255,18,,,재실,,,
5544130,1,1,7.17170024,12.4336,2,,,재실,,,
5544131,0,0,0,0,0,,,부재,,,
5544132,1,2,10.16143339,53.0868,18,,,재실,,,
5544133,0,0,0,0,0,,,부재,,,
5544134,0,0,0,0,0,,,부재,,,
5544135,1,1,10.76901695,38.8916,6,,,재실,,,
5544136,1,1,7.0078915,30.9354,47,,,재실,,,
5544137,0,0,0,0,0,,,부재,,,
5544138,1,2,2.11047408,12.1747,27,,,재실,,,
5544139,1,1,1.58823335,3.3388,12,,,재실,,,
5544140,1,1,2.45708008,4.3843,5,,,재실,,,
5544141,0,0,0,0,0,,,부재,,,
5544142,1,1,3.97789203,15.3695,25,,,재실,,,
5544143,0,0,0,0,0,,,부재,,,
5544144,1,1,14.76715816,41.1046,12,,,재실,,,
5544145,1,2,9.0534494,44.9658,77,,,재실,,,
5544146,0,2,0,0,0,,,재실,,,
5544147,0,2,0,0,0,,,재실,,,
5544148,0,0,0,0,0,,,부재,,,
5544149,1,2,5.52085311,34.1829,32,,,재실,,,
5544150,1,2,3.81318635,11.4552,66,,,재실,,,
5544151,1,2,4.25031047,25.1816,48,,,재실,,,
5544152,0,0,0,0,0,,,부재,,,
5544153,1,1,7.80721113,24.3311,9,,,재실,,,
5544154,1,2,5.34824526,33.6149,53,,,재실,,,
5544155,0,0,0,0,0,,,부재,,,
5544156,0,0,0,0,0,,,부재,,,
5544157,1,2,8.80896946,35.3796,72,,,재실,,,
5544158,1,2,4.32005837,12.9354,12,2022-09-15 22:10,주의,재실,,,
5544159,1,2,7.20530812,34.8244,62,,,재실,,,
5544160,1,2,1.11315834,4.5215,12,,,재실,,,
5544161,1,2,1.82635005,5.6652,10,,,재실,,,
5544162,1,2,0.18009999,0.1801,1,,,재실,,,
5544163,1,2,0.24475,1.7663,8,,,재실,,,
5544164,0,2,0,0,0,,,재실,,,
5544165,0,2,0,0,0,,,재실,,,
5544166,1,2,13.91160512,65.6565,40,,,재실,,,
5544167,1,2,0.82235,2.1243,6,,,재실,,,
5544168,1,2,6.92713192,30.9778,94,,,재실,,,
5544169,1,2,3.64724649,40.0625,213,,,재실,,,
5544170,1,2,3.85168231,12.1129,17,,,재실,,,
5544171,0,2,0,0,0,,,재실,,,
5544172,1,2,1.10175454,2.7098,11,,,재실,,,
5544173,1,2,6.41694717,53.6151,53,,,재실,,,
5544174,1,2,4.80935314,33.1521,32,,,재실,,,
5544175,1,2,2.74184169,15.0894,12,,,재실,,,
5544176,1,2,2.33991433,9.201,7,,,재실,,,
5544177,1,2,1.57979997,9.2286,21,,,재실,,,
5544178,0,2,0,0,0,,,재실,,,
5544179,0,2,0,0,0,,,재실,,,
5544180,1,2,0.622125,1.5208,4,,,재실,,,
5544181,0,2,0,0,0,,,재실,,,
5544182,0,2,0,0,0,,,재실,,,
5544183,1,2,1.00332858,2.1068,7,,,재실,,,
5544184,1,2,1.84930897,25.182,11,,,재실,,,
5544185,1,2,1.39042501,2.4953,4,,,재실,,,
5544186,1,2,1.21018747,3.6667,8,,,재실,,,
5544187,1,2,2.13133753,9.8099,16,,,재실,,,
5544188,0,2,0,0,0,,,재실,,,
5544189,1,2,1.07981429,2.8122,7,,,재실,,,
5544190,1,2,1.16326002,3.8152,5,,,재실,,,
5544191,0,2,0,0,0,,,재실,,,
5544192,1,2,0.09474762,2.6882,21,,,재실,,,
5544193,0,2,0,0,0,,,재실,,,
5544194,0,2,0,0,0,,,재실,,,
5544195,0,2,0,0,0,,,재실,,,
5544196,1,2,0.9067909,2.5999,11,,,재실,,,
5544197,0,2,0,0,0,,,재실,,,
5544198,0,2,0,0,0,,,재실,,,
5544199,1,2,0.0408,0.0695,2,,,재실,,,
5544200,1,2,3.07741737,18.6747,46,,,재실,,,
5544201,1,2,2.32604375,17.7701,16,,,재실,,,
5544202,1,2,2.74966665,9.306,21,,,재실,,,
5544203,1,2,1.02556,1.6991,5,,,재실,,,
5544204,1,2,2.39693335,6.9221,3,,,재실,,,
5544205,1,2,2.35498756,6.4677,8,,,재실,,,
5544206,0,2,0,0,0,,,재실,,,
5544207,1,2,0.72336,1.5803,5,,,재실,,,
5544208,1,2,3.03850551,9.8109,18,,,재실,,,
5544209,1,2,7.70975724,24.7558,7,,,재실,,,
5544210,1,2,0.6337,1.3296,6,,,재실,,,
5544211,1,2,3.01347492,10.6318,4,,,재실,,,
5544212,1,1,5.20983843,22.6516,13,,,재실,,,
5544213,1,2,2.05649999,20.9599,19,,,재실,,,
5544214,1,2,0.59734167,2.3515,12,,,재실,,,
5544215,1,2,0.57091,1.2022,10,,,재실,,,
5544216,1,2,0.93372221,3.0432,18,,,재실,,,
5544217,1,2,1.32780244,15.7954,41,,,재실,,,
5544218,1,2,1.87426557,10.0144,61,,,재실,,,
5544219,1,2,4.05001176,22.7572,17,,,재실,,,
5544220,1,2,3.32794327,33.0814,74,,,재실,,,
5544221,1,2,5.97956927,25.0681,52,,,재실,,,
5544222,1,2,3.39156495,21.5067,77,,,재실,,,
5544223,1,2,2.69482635,17.6037,19,,,재실,,,
5544224,0,0,0,0,0,,,부재,,,
5544225,0,0,0,0,0,,,부재,,,
5544226,1,2,2.81770003,7.3762,13,,,재실,,,
5544227,1,2,1.71030589,4.8784,34,,,재실,,,
5544228,0,2,0,0,0,,,재실,,,
5544229,1,2,7.44195778,31.8991,64,,,재실,,,
5544230,1,1,9.16742775,39.2674,36,,,재실,,,
5544231,1,2,6.857999,32.0593,100,,,재실,,,
5544232,1,2,6.92502774,51.3514,216,,,재실,,,
5544233,1,2,4.59983692,27.7889,84,,,재실,,,
5544234,1,1,5.1872999,10.6109,7,,,재실,,,
5544235,1,2,7.01630008,24.7632,9,,,재실,,,
5544236,1,1,15.76938603,30.2544,7,,,재실,,,
5544237,1,2,25.63399469,83.9625,39,,,재실,,,
5544238,0,0,0,0,0,,,부재,,,
5544239,1,2,9.58702898,44.3236,38,,,재실,,,
5544240,0,0,0,0,0,,,부재,,,
5544241,0,0,0,0,0,,,부재,,,
5544242,0,0,0,0,0,,,부재,,,
5544243,1,2,2.52407501,11.4459,8,,,재실,,,
5544244,1,2,5.99394304,35.0423,7,,,재실,,,
5544245,0,2,0,0,0,,,재실,,,
5544246,0,0,0,0,0,,,부재,,,
5544247,0,0,0,0,0,,,부재,,,
5544248,1,2,0.83230529,6.3541,19,,,재실,,,
5544249,1,2,2.39338006,6.971,5,,,재실,,,
5544250,1,2,4.33737676,22.9769,43,,,재실,,,
5544251,1,2,2.99925285,25.0219,70,,,재실,,,
5544252,1,2,9.11649031,58.0483,93,,,재실,,,
5544253,1,2,0.58511539,1.5275,13,,,재실,,,
5544254,0,2,0,0,0,,,재실,,,
5544255,0,2,0,0,0,,,재실,,,
5544256,1,2,3.08903889,28.6957,18,,,재실,,,
5544257,0,2,0,0,0,,,재실,,,
5544258,0,2,0,0,0,,,재실,,,
5544259,0,2,0,0,0,,,재실,,,
5544260,1,2,2.11027996,4.5841,5,,,재실,,,
5544261,1,2,7.91258008,37.7918,55,,,재실,,,
5544262,1,1,11.93706581,58.731,41,,,재실,,,
5544263,1,1,5.69905122,30.7174,82,,,재실,,,
5544264,1,1,6.9672298,34.2308,10,,,재실,,,
5544265,1,1,0.89327501,1.7315,4,,,재실,,,
5544266,1,2,7.55847295,48.1274,37,,,재실,,,
5544267,1,1,11.31790011,35.2611,7,,,재실,,,
5544268,1,2,9.3748184,49.3495,87,,,재실,,,
5544269,1,2,13.82223172,66.9768,22,,,재실,,,
5544270,0,0,0,0,0,,,부재,,,
5544271,0,0,0,0,0,,,부재,,,
5544272,1,2,5.82433121,19.9501,16,,,재실,,,
5544273,1,2,7.54364714,41.2284,121,,,재실,,,
5544274,1,1,12.76224182,64.2376,36,,,재실,,,
5544275,0,0,0,0,0,,,부재,,,
5544276,1,1,10.07414639,42.3228,28,,,재실,,,
5544277,1,1,11.25554004,54.1514,45,2022-09-16 08:05,주의,재실,,,
5544278,1,2,10.93582568,66.6619,105,,,재실,,,
5544279,1,2,9.87048244,51.4015,51,,,재실,,,
5544280,1,2,14.64097374,61.1034,19,,,재실,,,
5544281,1,2,3.51291304,15.9181,46,,,재실,,,
5544282,1,2,6.96340715,14.0198,14,,,재실,,,
5544283,0,0,0,0,0,,,부재,,,
5544284,1,1,8.85798017,15.1891,5,,,재실,,,
5544285,1,2,2.33938298,10.6474,47,,,재실,,,
5544286,1,1,0.2335,0.2335,1,,,재실,,,
5544287,1,1,1.20579167,4.6999,12,,,재실,,,
5544288,0,2,0,0,0,,,재실,,,
5544289,1,2,11.58916061,58.7721,109,,,재실,,,
5544290,1,2,8.88991031,34.4869,29,,,재실,,,
5544291,1,2,1.24694212,4.7683,19,,,재실,,,
5544292,1,2,2.70344008,11.2222,5,,,재실,,,
5544293,1,2,11.36771614,59.0074,62,,,재실,,,
5544294,1,2,9.27837827,29.2028,23,,,재실,,,
5544295,1,2,10.64939638,62.8738,28,,,재실,,,
5544296,1,1,7.9145592,38.7671,22,,,재실,,,
5544297,1,1,3.95196661,12.0133,6,,,재실,,,
5544298,1,1,7.13744559,18.3845,11,,,재실,,,
5544299,1,2,16.61932853,61.6956,49,,,재실,,,
5544300,1,2,3.96201085,19.8485,46,,,재실,,,
5544301,1,2,6.86657164,43.5439,14,,,재실,,,
5544302,1,2,8.07425674,58.7948,97,,,재실,,,
5544303,1,2,8.13913391,27.6839,59,,,재실,,,
5544304,1,2,7.51063071,32.48,26,,,재실,,,
5544305,0,2,0,0,0,,,재실,,,
5544306,0,2,0,0,0,,,재실,,,
5544307,0,0,0,0,0,,,부재,,,
5544308,0,2,0,0,0,,,재실,,,
5544309,0,2,0,0,0,,,재실,,,
5544310,1,2,0.39136665,1.0213,3,,,재실,,,
5544311,0,0,0,0,0,,,부재,,,
5544312,1,2,2.5812,5.0263,5,,,재실,,,
5544313,0,0,0,0,0,,,부재,,,
5544314,1,2,5.35847611,12.728,21,,,재실,,,
5544315,1,2,9.03820717,42.0272,181,,,재실,,,
5544316,1,2,5.00578053,44.4588,77,,,재실,,,
5544317,1,2,5.99982985,35.8845,10,,,재실,,,
5544318,0,0,0,0,0,,,부재,,,
5544319,1,2,5.57104999,19.1739,14,,,재실,,,
5544320,0,2,0,0,0,,,재실,,,
5544321,1,3,4.52595968,29.759,57,,,재실,,,
5544322,1,2,10.23798196,64.6169,78,,,재실,,,
5544323,1,1,2.73495997,11.0434,10,,,재실,,,
5544324,1,1,1.28849995,1.2885,1,,,재실,,,
5544325,1,1,0.59939998,0.5994,1,,,재실,,,
5544326,0,0,0,0,0,,,부재,,,
5544327,0,0,0,0,0,,,부재,,,
5544328,0,0,0,0,0,,,부재,,,
5544329,0,0,0,0,0,,,부재,,,
5544330,1,2,7.98718704,64.217,46,,,재실,,,
5544331,1,2,5.19504614,36.3276,91,,,재실,,,
5544332,1,2,8.00265714,42.0965,63,,,재실,,,
5544333,1,1,7.25663222,34.7333,31,,,재실,,,
5544334,1,2,4.11261764,25.8414,68,,,재실,,,
5544335,1,2,5.37136525,28.9289,23,,,재실,,,
5544336,1,2,1.97732003,5.7143,5,,,재실,,,
5544337,1,2,5.12804875,18.1967,39,2022-09-16 13:05,주의,재실,,,
5544338,1,2,12.26863101,37.1655,13,,,재실,,,
5544339,1,1,3.87298569,18.622,7,,,재실,,,
5544340,1,1,5.08651333,19.375,15,,,재실,,,
5544341,1,1,2.26921763,12.3708,17,,,재실,,,
5544342,1,2,13.62615123,77.7601,111,,,재실,,,
5544343,0,0,0,0,0,,,부재,,,
5544344,1,1,16.72604923,33.1639,2,,,재실,,,
5544345,1,1,2.973825,11.7212,4,,,재실,,,
5544346,1,1,6.52236376,35.9398,11,,,재실,,,
5544347,0,0,0,0,0,,,부재,,,
5544348,0,0,0,0,0,,,부재,,,
5544349,0,0,0,0,0,,,부재,,,
5544350,1,1,2.28960009,11.4013,5,,,재실,,,
5544351,1,1,0.58670002,0.5867,1,,,재실,,,
5544352,0,0,0,0,0,,,부재,,,
5544353,1,1,8.04085006,18.208,20,,,재실,,,
5544354,1,2,9.77070001,33.7634,49,,,재실,,,
5544355,1,2,11.05126307,38.8233,38,,,재실,,,
5544356,1,2,4.04980004,13.4636,6,,,재실,,,
5544357,0,0,0,0,0,,,부재,,,
5544358,1,2,6.41410002,19.4352,7,,,재실,,,
5544359,1,2,2.28429835,12.3134,60,,,재실,,,
5544360,0,0,0,0,0,,,부재,,,
5544361,0,0,0,0,0,,,부재,,,
5544362,0,0,0,0,0,,,부재,,,
5544363,0,0,0,0,0,,,부재,,,
5544364,1,2,3.49544333,15.0331,60,,,재실,,,
5544365,1,2,5.30283664,31.8839,30,,,재실,,,
5544366,1,2,10.57705001,33.7326,14,,,재실,,,
5544367,1,2,1.53020001,3.2388,5,,,재실,,,
5544368,1,2,0.94916249,2.2581,8,,,재실,,,
5544369,1,2,8.51240236,50.5476,43,,,재실,,,
5544370,0,0,0,0,0,,,부재,,,
5544371,1,2,2.28877274,7.9276,11,,,재실,,,
5544372,1,2,3.26076292,18.6848,27,,,재실,,,
5544373,1,2,3.50999997,40.8643,76,,,재실,,,
5544374,1,2,7.00185205,67.9298,50,,,재실,,,
5544375,1,2,3.98823326,16.8384,9,,,재실,,,
5544376,1,2,8.32950428,42.1136,70,,,재실,,,
5544377,1,2,11.67689979,19.3548,4,,,재실,,,
5544378,1,1,14.17466662,39.4837,3,,,재실,,,
5544379,0,0,0,0,0,,,부재,,,
5544380,1,1,5.31412496,11.6748,4,,,재실,,,
5544381,1,1,5.84938065,25.908,31,,,재실,,,
5544382,1,2,5.61992842,13.2455,7,,,재실,,,
5544383,0,0,0,0,0,,,부재,,,
5544384,1,1,6.11447508,13.7882,4,,,재실,,,
5544385,1,1,4.52228174,8.8165,11,,,재실,,,
5544386,1,2,9.16266269,22.6749,8,,,재실,,,
5544387,1,2,5.59512425,19.5989,33,,,재실,,,
5544388,1,2,0.68194547,23.7322,22,,,재실,,,
5544389,1,1,2.00625789,8.3033,19,,,재실,,,
5544390,1,1,3.59034164,17.946,36,,,재실,,,
5544391,1,2,0.066,0.0939,2,,,재실,,,
5544392,1,2,4.49899998,9.5366,5,,,재실,,,
5544393,1,1,7.55267526,35.275,8,,,재실,,,
5544394,1,1,4.37958821,21.2629,17,,,재실,,,
5544395,1,2,1.60292139,20.7081,14,,,재실,,,
5544396,1,2,9.77682965,29.3415,27,,,재실,,,
5544397,1,2,9.50978002,41.3138,45,,,재실,,,
5544398,0,2,0,0,0,,,재실,,,
5544399,0,2,0,0,0,,,재실,,,
5544400,1,1,0.101,0.101,1,,,재실,,,
5544401,0,0,0,0,0,,,부재,,,
5544402,1,2,1.65066252,14.9778,8,,,재실,,,
5544403,1,1,4.65435002,8.0373,6,,,재실,,,
5544404,1,2,4.40426312,15.2869,19,,,재실,,,
5544405,1,1,1.88703125,8.281,32,,,재실,,,
5544406,1,2,3.29552728,18.7883,33,,,재실,,,
5544407,1,2,4.81248661,17.9287,15,,,재실,,,
5544408,1,1,0.2041,0.2041,1,,,재실,,,
5544409,1,2,7.47993531,33.6713,34,,,재실,,,
5544410,1,2,8.9777302,63.1865,53,,,재실,,,
5544411,1,2,4.70653474,24.7303,72,,,재실,,,
5544412,1,1,2.39207061,11.6974,17,,,재실,,,
5544413,1,2,2.37682258,22.1719,31,,,재실,,,
5544414,1,1,7.38723607,47.0429,61,,,재실,,,
5544415,0,0,0,0,0,,,부재,,,
5544416,0,0,0,0,0,,,부재,,,
5544417,0,0,0,0,0,,,부재,,,
5544418,0,0,0,0,0,,,부재,,,
5544419,1,2,6.81829034,46.1705,124,,,재실,,,
5544420,1,1,1.46286666,2.4928,3,,,재실,,,
5544421,1,2,9.34688289,38.3357,35,,,재실,,,
5544422,1,2,7.41855018,14.274,8,,,재실,,,
5544423,1,2,11.3222251,40.5993,4,,,재실,,,
5544424,1,2,4.87518957,45.7871,19,,,재실,,,
5544425,1,2,7.62711179,46.006,110,,,재실,,,
5544426,1,2,6.17974611,18.0413,13,,,재실,,,
5544427,0,0,0,0,0,,,부재,,,
5544428,0,0,0,0,0,,,부재,,,
5544429,1,2,5.15019996,10.472,5,,,재실,,,
5544430,0,0,0,0,0,,,부재,,,
5544431,0,0,0,0,0,,,부재,,,
5544432,0,0,0,0,0,,,부재,,,
5544433,0,0,0,0,0,,,부재,,,
5544434,0,0,0,0,0,,,부재,,,
5544435,1,2,24.53593381,61.0572,3,,,재실,,,
5544436,1,2,6.98496701,40.7836,97,,,재실,,,
5544437,1,2,6.39862183,43.0581,151,,,재실,,,
5544438,1,2,3.87522535,19.0869,213,,,재실,,,
5544439,1,2,5.72360814,32.0546,86,,,재실,,,
5544440,1,2,4.0500104,31.2471,77,,,재실,,,
5544441,1,2,4.22157999,24.0724,90,,,재실,,,
5544442,1,2,8.51636735,58.9595,193,,,재실,,,
5544443,1,2,8.18530237,36.641,211,,,재실,,,
5544444,1,2,3.56142451,30.3233,98,,,재실,,,
5544445,1,2,4.11587372,43.802,156,,,재실,,,
5544446,1,2,3.91267584,24.7259,207,,,재실,,,
5544447,1,2,8.65350869,36.7609,184,,,재실,,,
5544448,1,2,4.50557426,27.1984,241,,,재실,,,
5544449,1,2,5.61185954,34.2635,126,,,재실,,,
5544450,1,2,6.88589429,48.3968,88,,,재실,,,
5544451,1,2,6.56301273,37.8717,118,,,재실,,,
5544452,1,2,6.83547962,28.1607,54,,,재실,,,
5544453,1,2,7.45547242,51.9418,116,,,재실,,,
5544454,1,2,13.54590418,61.1112,165,,,재실,,,
5544455,1,3,7.84891927,46.9707,207,,,재실,,,
5544456,1,2,5.60480344,25.3465,116,,,재실,,,
5544457,1,2,6.1993798,35.5062,109,,,재실,,,
5544458,1,2,6.98319031,34.7924,93,,,재실,,,
5544459,1,2,9.17687259,35.1292,135,,,재실,,,
5544460,1,2,7.01870795,47.8704,100,,,재실,,,
5544461,1,2,6.03178114,57.9246,69,,,재실,,,
5544462,1,2,6.84002606,36.5179,69,,,재실,,,
5544463,1,2,8.673794,33.7521,67,,,재실,,,
5544464,1,2,7.3057607,45.6356,84,,,재실,,,
5544465,1,2,5.71961422,52.5601,148,,,재실,,,
5544466,1,2,6.34222967,35.8356,128,,,재실,,,
5544467,1,2,6.40666236,45.5204,101,,,재실,,,
5544468,1,2,4.66613948,28.0263,76,,,재실,,,
5544469,1,2,5.05496034,32.671,68,,,재실,,,
5544470,1,2,7.06151248,43.392,88,,,재실,,,
5544471,1,2,0.06115,0.0989,2,,,재실,,,
5544472,1,2,3.61417421,32.955,62,,,재실,,,
5544473,1,3,4.01153386,33.7879,62,,,재실,,,
5544474,1,2,3.41631027,26.0021,78,,,재실,,,
5544475,1,2,5.18669091,47.1526,88,,,재실,,,
5544476,1,3,9.11040424,43.2141,95,,,재실,,,
5544477,1,2,7.75828372,36.3162,172,,,재실,,,
5544478,1,1,10.79820802,35.7423,99,,,재실,,,
5544479,1,2,7.05053013,34.9794,166,,,재실,,,
5544480,1,2,5.59956663,40.5519,18,,,재실,,,
5544481,1,2,8.46132734,44.0012,22,,,재실,,,
5544482,1,2,3.83469441,34.9,214,,,재실,,,
5544483,1,2,2.88531425,17.5325,21,,,재실,,,
5544484,1,2,5.99056686,34.6929,9,,,재실,,,
5544485,0,2,0,0,0,,,재실,,,
5544486,0,0,0,0,0,,,부재,,,
5544487,0,2,0,0,0,,,재실,,,
5544488,0,2,0,0,0,,,재실,,,
5544489,0,2,0,0,0,,,재실,,,
5544490,0,0,0,0,0,,,부재,,,
5544491,0,2,0,0,0,,,재실,,,
5544492,1,2,2.03857139,9.5012,14,,,재실,,,
5544493,1,2,23.73166758,68.871,6,,,재실,,,
5544494,0,0,0,0,0,,,부재,,,
5544495,1,2,0.44226,0.9677,5,,,재실,,,
5544496,1,2,5.73730832,30.2022,24,,,재실,,,
5544497,1,2,9.39928901,40.6,73,,,재실,,,
5544498,1,2,3.89228799,30.2967,50,,,재실,,,
5544499,1,2,7.07812084,29.7553,24,,,재실,,,
5544500,1,2,4.10800771,14.4082,26,,,재실,,,
5544501,1,1,2.89031114,11.6658,18,,,재실,,,
5544502,1,1,3.70120003,7.0752,6,,,재실,,,
5544503,1,2,9.25101069,48.9262,19,,,재실,,,
